ObjectID,RA,Dec,Brightness,Distance,Velocity,Temperature
1954,358.8119398087764,-70.65693099740366,18.224111718046636,9.750512274604631,11.514575550861995,1546.4632636722622
2200,176.55865517733042,31.01403008947831,19.746164234558144,2.2370728323365627,170.5167359730122,273.93729750653415
1552,355.7136175988759,NAN,11.369906850818118,-10.0,281.96209098168316,476.0097297593242
2118,NAN,59.3593759081524,15.256507243409924,1.562911020788684,NAN,650.7889355415971
1627,91.04132262515314,36.34266464857558,15.346358453139601,NAN,168.65532056655664,707.751676830768
1549,43.456979604051156,NAN,NAN,NAN,168.37206217470856,916.7140607085161
2000,190.06236107944687,NAN,11.157194190690952,NAN,25.51604412429771,NAN
2302,109.01940548813197,NAN,10.708987488394468,0.29653512573788177,NAN,NAN
2048,248.9618527587073,-75.32940404560019,12.372769591174695,NAN,NAN,452.02057386962497
2347,285.27931246433246,3.259305903475024,NAN,2.011030166450845,221.57873544469643,1840.4410424038686
2315,336.05766556268856,NAN,12.73982854720314,9.751802446173235,25.278677449731145,-1000.0
2235,274.7205682383563,-41.9552537259128,14.440077065466019,7.310633536175109,NAN,-1000.0
2157,NAN,53.13901165526045,NAN,100.0,274.7514183418549,NAN
2262,NAN,-40.309540649911064,10.264387390283598,9.436298354691937,259.58018110155774,1432.0459935188464
1739,248.47972128455262,-4.829998252258434,18.924180265703082,3.3528424350727297,NAN,607.9816753953373
1766,122.57005207036912,-17.16631752360118,14.726888032570931,3.005167886035427,299.96997301896687,NAN
1581,NAN,6.559280723724768,12.027360879930717,8.917524001752042,NAN,432.0787520436282
1622,251.3219254021304,-34.44151389782714,13.95835237672836,NAN,66.59462644433866,NAN
2213,174.22658724793826,67.10077396301355,-50.0,4.449999376102073,257.59012477616284,NAN
2382,NAN,-80.64709843065087,12.966598261374447,7.553427248606002,NAN,1128.9742720635677
2080,194.66000313253036,88.27173318749726,NAN,0.16327273350917215,NAN,359.61019130634486
2375,NAN,-48.33852727711206,13.93957379368244,4.721888268967684,1500.0,1692.2748841065509
1907,185.1429006779229,77.78384602266979,16.786474043915312,NAN,106.94231864184917,1465.8060323057782
2411,313.5369688418767,-38.22992197109785,11.438855761629723,100.0,291.8826510527985,537.8678006747583
2077,185.69355395298777,40.52350957480681,19.597185612047845,2.9375139319320858,53.76057300784565,1636.0063427670661
2394,132.37109304112204,NAN,13.064933725415285,3.4131143697392425,271.8151894552164,1929.805281719412
1569,47.742098277402796,-51.17136496204596,12.704985501942915,4.378745441052875,214.31686624093368,NAN
2487,149.85576105670842,NAN,18.181846657440772,0.4208767233909586,196.7706273804674,332.62257621607455
1657,1000.0,-73.75916021384862,16.973756690727402,8.288684620407398,52.637495195593544,1420.8090569305302
2373,279.1020237915702,-71.70188571316329,15.098026037604793,7.741031124586405,166.90889774961818,903.0462289072573
1548,225.83394837254284,-16.435553061339107,11.942950356014952,8.261806714769133,113.76487693665185,NAN
1852,136.6037786160191,-64.7635835779111,12.550327694033555,1.2684983628676259,203.00624488372821,719.1594253804728
2102,14.91177885278599,34.62584268668209,11.41235207752678,NAN,114.20109556924827,1359.9953798542217
1912,158.87662287664483,25.131988903569166,14.256019254211026,NAN,172.16427781170262,NAN
2124,218.73021791341532,44.475609298134884,18.464792954929536,3.411922132090743,116.60248087421284,1972.9252505707736
1752,70.62512855363998,42.78942428292572,10.66660637907331,1.7234962452027345,284.60354757622315,1716.838445325475
2062,12.472932509065298,-70.34756399533703,15.268756052697332,3.1664312346205414,0.7358205545377694,NAN
1971,107.78216401255048,10.663282857595703,10.819287398604736,3.9672140725574008,257.8269058868752,838.7801008065718
1768,158.69201636694325,56.33586889220561,18.590347727593983,-10.0,12.815759211066169,1703.2919810777676
1862,239.37821829415861,-88.45961837331618,16.544152639307022,3.0725096958078253,246.8059955244744,NAN
1795,NAN,NAN,13.311868179443671,9.612677625964405,NAN,1930.9099456194788
2150,NAN,26.259361327608644,14.005581492314317,7.29737022546719,184.19413949873535,1982.4922588827033
1654,262.495744932505,-33.72284959817867,19.743188558388134,4.948435812247317,39.54872421736064,NAN
1837,NAN,-63.123990211737464,NAN,1.8789196814296598,NAN,977.3434322599896
2220,213.49918510994388,-49.83694608462743,NAN,NAN,-500.0,NAN
2277,NAN,-2.3446821529716004,17.395347334758736,7.262636999333837,54.31325598718695,1303.038663376783
1608,NAN,-51.552720085617494,19.43561767213491,9.186465564678182,NAN,NAN
1894,169.49830177295553,85.86152875930364,13.163208896238789,1.040193140371977,17.424070446096994,976.5547603829473
2206,23.19081637720592,13.317506326162928,10.308711409015556,NAN,62.202722223222985,1027.889378525182
2428,261.1716545694621,NAN,16.492409111387623,2.0947758480196383,133.7949151830752,1941.538658327911
1576,208.8073057294369,-85.08375751343918,14.699466437983071,4.290621268839893,251.4640818659902,991.7204466542836
2342,NAN,12.98751220173395,13.325758974821536,9.781855416618974,NAN,1467.1270520801893
1908,1000.0,23.21578552426361,14.10157764928407,NAN,198.27016781867837,1827.2286774230718
2060,191.28393030884214,-48.02933195312317,10.917902750710741,8.552653274408865,295.76430589369136,NAN
1732,306.5550616760267,-83.39959389459335,NAN,8.261599237341969,160.78872507262926,719.8956086312417
1607,NAN,43.82754194250771,NAN,0.4141694480391088,6.56006975516995,1548.254554671608
2079,302.8002175643912,NAN,100.0,3.2937027523503333,66.77886262593121,5000.0
1964,222.6242068866992,-78.23542043115657,15.72508291732034,8.760064915278981,168.76351785884563,1376.824534618973
2015,108.70534947734718,81.11480135480869,15.93753079564368,1.7417286193412622,144.53620425907167,NAN
1656,239.85522269905826,-9.141101413080989,-50.0,100.0,180.17634044030473,627.3609539011746
2302,203.43615506724717,3.0414308688002905,14.24993805726974,1.112393312290216,1500.0,NAN
1600,NAN,NAN,10.004418568824203,9.102552483463635,275.8722164844422,NAN
2197,252.67280562782736,-0.12636169033955014,NAN,8.012310230462132,NAN,1457.5076310654654
1764,32.63326285885184,NAN,15.336040693056402,2.3697776895790557,62.554746202757784,1383.27406882538
2138,264.8505305359647,26.971451139221173,15.826272175006423,1.0982866151277992,91.32213856292341,NAN
1905,259.6978089187274,3.0310422240220447,11.556541692758302,NAN,294.55689355402956,290.9149185860149
1674,183.485206239262,NAN,12.797329670911278,6.809672448889679,246.71196568181648,554.7872389420477
1873,56.530204989964396,NAN,NAN,NAN,48.421259167805616,NAN
2439,31.923737640685633,-35.94891831083331,11.059462580740847,NAN,115.3341768042732,1265.365209250842
1587,1000.0,-76.78304265532621,14.563216142196593,7.388957964608379,222.00812731058548,1178.1942736748601
2440,202.53231182751054,-66.5973382496851,-50.0,4.322289003581977,112.01402447559643,-1000.0
2263,174.8412872090319,-76.65207159286882,NAN,8.328295166415142,124.09431661232237,1259.2293201427688
1813,15.768601505840238,34.92927836917394,15.317537467877674,4.896942544932049,45.600226913442974,NAN
2044,233.93176637415309,-61.20832230331774,13.837102584707067,8.185868874027328,37.78191523981441,NAN
2201,327.18685879626906,-21.429407719587473,12.753112786967119,3.79248746753138,NAN,1077.098886714635
1522,NAN,-25.20551838301695,13.915830356754405,6.4405114354272825,254.34656846687562,717.9343325638021
2289,NAN,0.9483678990341957,11.303727736013967,8.748750192613244,228.61343086146536,NAN
1542,6.824030481048546,41.609545558989794,NAN,NAN,27.475840794107775,609.4863243255513
2208,243.7125670608253,-62.08003878965519,-50.0,9.515497869441376,NAN,1358.0170725386847
2048,63.230322776806766,70.25945542938362,13.227825993815419,6.282500002201655,78.30609591903206,753.4825739033947
1733,321.59773156395005,NAN,-50.0,NAN,266.4557512362469,429.54303232583777
1563,355.91005554182686,67.15616827516226,19.319496134771285,4.158862173530042,204.79663590512223,588.0248092973532
1975,169.80082086393847,79.3795922755638,NAN,1.5902024070583716,NAN,1617.9545483479574
2046,246.2754669623235,NAN,16.494381715048505,5.077857798193686,225.7347384719354,465.61813083634246
2238,249.0229193193528,-52.318615879168505,10.94001408966311,2.514839044581256,NAN,1957.4055851849046
1507,59.652919013041256,-34.56768603132434,NAN,8.8030245623124,1500.0,NAN
1652,291.2944843644514,NAN,14.08610631840748,6.454416672166881,90.11171783634285,1076.5783961474367
2085,290.26709931977524,25.390991414972106,NAN,NAN,NAN,1266.5432966797607
2090,57.1200399051413,NAN,14.131285320451013,8.706336703863892,216.353365029407,1876.4764662246578
2199,159.87960011412017,NAN,12.438332489029467,5.541603736329506,NAN,NAN
2168,156.03991854240417,50.840247905936906,NAN,NAN,278.01909260709095,1081.577814994182
2050,69.28316977226078,33.32861289539031,15.628541999162184,3.805360388973625,NAN,NAN
1631,147.62268740357945,500.0,14.265944777932935,NAN,168.78546502469425,1615.2247358023749
1708,NAN,51.1213401688087,NAN,NAN,10.690543708625178,1274.7732004532309
1675,298.5502753208691,81.63716710330792,NAN,9.362632124982662,112.31401517099627,471.887509746038
2317,192.21809930122868,NAN,10.003837851229857,9.828267754218803,277.05759899278667,NAN
2483,306.2967772225628,-72.02380408644572,16.456335891216465,0.6814141061293141,264.71352214579895,1812.4888722790333
2153,158.19305865051652,NAN,15.760158856198293,8.03818952087537,85.61472672109267,1668.3615329449633
1822,26.56125723904745,-14.685495832064305,15.419386961537446,2.535679339926964,NAN,-1000.0
1768,318.01411796761215,58.25106525924167,19.546628692220324,8.127489884200694,193.85962508112112,NAN
1718,21.456389489931944,NAN,16.397110186636503,8.535887079861418,NAN,1363.0060430425885
2188,51.147283100014015,-74.25364744663082,15.273559383402201,6.8194147443171556,269.46966246809006,498.001740289898
1780,107.54229878372541,-500.0,10.562329669524836,-10.0,190.1625139584786,NAN
2453,NAN,-18.26754170151061,NAN,8.215898633382741,159.39316098591374,672.0556530468696
2426,47.298252094099944,31.365344601602757,13.337601057570327,7.311730920254073,191.23050508878288,NAN
2291,112.84258819200811,79.61790014349589,10.09185933937527,NAN,NAN,NAN
2418,NAN,-500.0,14.660767465935272,8.911222626474093,NAN,907.029810063062
2044,203.2218416774635,-80.67805938330709,13.02612031570042,6.7080222491610595,20.708837018566395,506.4121057698678
1674,96.37403060592015,NAN,15.642217914448391,8.64983002348475,24.795192658488997,1902.7279773385974
2075,58.602638344899,NAN,13.172585611428651,NAN,NAN,1804.540150987186
2459,240.74252584277906,-18.45309198327776,10.367874140956236,1.1350599222975943,134.93780445238082,1067.9245687429611
1600,89.81475376333324,-63.30742423587442,10.770950310028505,4.417794130102394,22.5568811202689,518.1645260982627
2409,184.3202407762278,NAN,11.324308981284613,1.5379833367759561,129.62708400025298,775.5443263497295
1985,63.70719651915704,-500.0,17.059267195786003,9.331547352611526,90.64886529602873,411.12741466866845
2443,196.32989316290738,71.26098336534682,15.335392431546046,5.887345736632342,NAN,NAN
1834,34.246450185971675,NAN,17.209244938327473,3.2699277301284226,22.537741956150814,1248.4981502850185
1844,102.06535441141436,-65.1809925643305,NAN,2.7824956349151426,73.51958042562785,836.8993693043752
2034,190.85123775024528,NAN,18.06366085912959,7.072440523812307,NAN,746.264116115943
2306,NAN,NAN,16.826920752735013,4.59178788374747,51.42777494690333,1323.0591150203868
2119,99.88391398450712,-76.16149354635824,10.89889748867895,NAN,284.4325840707324,1410.7062913697105
1965,349.84740275202466,61.516142151581846,NAN,7.37649957438583,89.02121753188766,1492.2861349853267
2427,177.09088998774016,-68.63194116701484,12.849109250772297,9.016009962611799,28.946452849162984,1910.7573394192402
1980,200.95865349983077,75.4605850761613,10.692190015906139,0.613707187388569,204.1380570663211,NAN
2313,114.86410382766465,31.047646309399383,19.147214779279746,NAN,208.35986418596775,619.7560861405428
1836,285.8614783034096,-11.371610603709414,18.334792251628933,6.765264796536319,108.86168312763954,1528.1789617188695
1963,189.66685215731098,59.16482835329509,NAN,-10.0,53.147622365347715,961.1279778169759
2025,106.42885579792775,-51.337624329087916,11.638837551933872,2.7742344046468177,61.07314968517551,837.4515905334559
2169,72.76866964279527,NAN,11.807140289417696,NAN,71.0086649001003,566.3667335219678
2240,NAN,-67.36493151958712,18.23348779556109,5.802511800931856,NAN,985.8005170672947
1974,-1000.0,29.800828619037645,13.284081791402942,5.0443411575265,137.01242170949683,541.9949694689321
1615,263.52324611882074,-72.33890355782759,12.88165567711694,7.248826629079354,NAN,1994.6953636102967
2006,NAN,NAN,NAN,5.7763540363279375,237.31842385990566,1424.0043864209938
1613,NAN,-48.582315299390324,12.214136588054357,4.295073554518307,172.22311284636817,582.8657961975964
2230,258.2805989214887,-2.8805412111006348,13.387593255533632,3.6277766891236296,173.88052811022516,846.4352880942722
1548,348.59282318907077,-12.921545773568056,10.890457323583222,7.5248280018335265,280.79020339673406,942.82669004304
2314,141.69797620162106,NAN,NAN,7.595852428942513,NAN,1234.1502847084007
2230,1000.0,-86.88553435691493,16.369295059918464,2.557012886877528,NAN,681.6163588865212
1654,209.7999097572379,22.448986926833342,NAN,NAN,NAN,1618.4653080678154
1802,64.30819728215924,-69.92596358099922,11.203228297049733,4.735472018803566,254.502317471693,1572.9187458544727
1999,NAN,12.492614399891764,11.11573533106334,8.678658829202984,253.2061261265407,1951.875286008146
1623,NAN,35.72654144822218,13.68631403472433,1.0448827392315738,144.86872747747665,862.2168021837057
1733,70.16228384443713,20.325047762618965,10.620931326079289,0.5674671263982014,96.1523721374207,425.7843645966698
1560,229.3754321871475,72.75938906242246,14.381643072725948,6.917700619313705,13.708005343325558,982.2429911508266
2437,344.12960105310947,500.0,19.53971511560111,7.742991022013099,NAN,1748.417761966262
2146,NAN,NAN,16.484301110909264,NAN,94.28524212499616,820.1614519125708
1501,7.145611225975039,-41.96985830858587,19.443890074026314,5.799076333574894,172.3204952147697,502.64109843605416
1692,153.14476419691502,-65.65141266400565,NAN,0.640401052439831,88.33013906732616,345.08261610351343
2047,NAN,63.086392947634806,NAN,-10.0,5.1261666680217255,-1000.0
2298,17.700628143486714,-54.14233382739469,10.675259869023279,3.088838234205952,180.0798945044586,917.0305699264001
2006,209.16161210337475,15.389651902030295,16.393574839842806,7.452830101871725,NAN,251.73060093776792
2329,NAN,44.179869951276174,10.81384109372798,100.0,265.7884454411819,1381.6032722742405
2240,102.44406024514366,4.9658393974242045,13.020823198669891,9.848450865803176,137.19161724501473,605.9751046857832
1811,NAN,84.14784554276721,13.617931102489932,NAN,NAN,1003.5094422181768
2008,96.37839836549612,31.207375265939206,13.850263209061957,100.0,84.25148225994653,1058.4876553847826
1508,NAN,-1.5864083716007116,NAN,6.049380340038221,231.0228638626557,217.63854029753375
2412,65.10001168005762,NAN,16.093870331331807,9.467948714037648,266.40300195951914,1936.8652395697516
1765,NAN,84.32110988120888,11.897721406071234,2.779373069475576,293.17084016499655,1109.205181279769
2304,NAN,16.273840538158325,12.85482623293468,4.7841928236607245,128.2246845319242,282.73985338249474
1520,NAN,NAN,100.0,5.273455126771139,-500.0,NAN
2425,199.64391127825158,53.50133200039886,12.47843106502462,8.975129658327749,15.813217203510321,NAN
2064,NAN,-35.30307398131657,NAN,9.666315880497512,129.74843195950672,1506.8231844713646
2187,312.02648970545897,15.80863194619674,NAN,2.1124659206457697,38.28990017771717,865.8202409144326
2392,339.99724832351615,-86.01861037446066,19.36279207108253,2.3359523292214255,169.8383989081565,231.5200366964046
2323,147.8024429921154,-47.507716570607165,-50.0,1.0532275262629236,224.61673139884493,NAN
2084,10.3882730318476,39.483201242464446,NAN,5.346754418436734,55.91651403303048,704.1006883668495
1677,16.357961856744858,NAN,17.518167189669366,7.415138796893827,136.89028285883208,668.4015868882732
2075,45.19161460304683,23.454622396304046,NAN,9.966572991853596,NAN,225.7343984465343
2416,94.84539219476363,-4.492837635906469,18.11645794796781,NAN,80.8537443592282,NAN
2218,NAN,-53.120767476652226,12.60341283022914,0.172229898067927,155.7111928538994,1216.6915243529538
2237,270.6859338529671,-11.905700806261379,19.739767876857837,0.33129005052022387,NAN,271.8123452138473
2419,64.62039826817899,-67.35550928505641,15.848951570690945,NAN,NAN,638.2929474735845
2267,NAN,NAN,NAN,7.636887720603157,-500.0,1554.2291357124052
1930,236.04249690530247,38.90212767641768,16.49074446122389,2.394708946224724,197.6967584740235,250.6203861671841
2264,NAN,65.98822565204097,NAN,3.0402445361577346,123.3614431777091,300.76364965409715
1867,214.52190752425344,18.553166696692386,16.328405709964137,NAN,13.956731556336944,899.0582186338082
1735,1000.0,NAN,11.13676379856409,9.402059320685176,47.37413609277935,5000.0
1752,187.2744690616588,52.31215571564181,11.577581357787338,0.6571342672582462,NAN,NAN
1946,215.92423788743358,2.18599993670108,11.320375205810207,2.2738232414486497,53.544571675663235,NAN
1917,NAN,40.95536830109981,15.946939478583388,9.564893958758613,19.011884865033192,1842.9759481108003
1883,NAN,13.091138089845188,100.0,9.578780805038349,205.29387261656672,1002.1134291419268
1601,221.88781089392273,-54.561283994987015,11.41428720318712,5.134380206833223,NAN,429.12368211270297
2258,116.99966408604945,NAN,14.245852286441387,NAN,193.16532288609633,NAN
2132,340.1780412513408,18.95928404286306,11.695378684696518,0.6258733813272159,203.04702103710196,1429.030594413392
2491,272.56650818413846,52.724295179707184,13.116238831516398,0.13766005946051663,154.4625276021534,NAN
2398,NAN,38.18811300714401,18.445854196840955,1.8673367549486648,235.52990231930087,702.3877120734528
2093,210.33869507349098,-80.83008655601292,NAN,4.1176129448157255,NAN,1172.3294305083791
1685,186.06705970125503,89.65069951531612,19.449602863880862,9.647628113945268,56.21020112656131,1217.5387637085882
1988,22.709406294464003,NAN,18.90184093729687,NAN,200.41254692308664,-1000.0
2105,53.85320033021506,NAN,10.836454192763911,7.874768398339966,89.76688784715247,919.2131315964898
2171,103.0815417197256,NAN,14.37737172973304,8.320681520989774,43.56847635523321,341.3786336214936
2450,277.61402094484947,42.78264776837034,13.545308577442475,1.871384548325105,60.998624590744555,1958.7802700569075
2249,214.64163066510986,-70.75618746196577,16.334468583701696,-10.0,NAN,1861.6306864543371
1688,200.46693693857475,-65.59101538265136,13.159760546708789,2.5273063614912603,28.219072506782894,858.0337474368285
2125,309.3337507876216,-1.3327789505031973,13.507474078068945,4.472838709634468,NAN,595.9919847321212
1648,NAN,-75.89517522095404,NAN,0.7126464349342415,200.35702832636446,1656.6396624708236
1960,170.81077397177742,NAN,19.578118322506768,4.626819826493743,NAN,NAN
1523,-1000.0,86.94268250980116,19.630771570726594,5.546535300124103,NAN,1375.3543151832196
1662,181.09510562130717,-33.89570038572771,16.95461878762883,5.321520006400485,154.32359891320587,NAN
1837,62.92479846469088,-32.432005847205716,18.50652798602834,NAN,193.26460968925255,NAN
2398,146.5883976891192,NAN,10.73001011975624,0.5135413286133678,109.98667819719209,1634.7939998513436
1960,82.91369983505152,-74.31558411682177,10.535484711581926,NAN,139.65339261469532,842.5155863724734
2213,NAN,36.73657419811789,15.58617262731154,4.443115761843168,235.7672959197115,NAN
2069,304.66293436049466,-7.640687705468963,10.83853657493136,6.353478173652918,164.84233868328872,401.251676319117
1523,NAN,-40.29202928665913,11.450889872095956,NAN,249.01417488014368,295.0032363636913
1956,81.31716591956983,NAN,12.526997102321197,2.725453966400594,1500.0,1362.186984372161
1599,70.57142881274157,-50.58433073439666,18.8863906602068,6.6435282016083255,293.1379107932741,319.59232002181534
2469,226.1920426195514,-76.75874527318925,16.453293898432637,7.5086583364969535,146.18806351693388,1125.783044712024
2437,92.03081208440199,-84.68060738711944,16.7237163006029,6.231661172931035,37.06507338928433,1961.081807339674
2477,77.67322963225635,0.17380334900371963,NAN,8.755786341479954,185.91640716614825,1616.0894095566646
1571,295.3575856387279,46.72443848840058,12.989747429016008,5.467126972181563,NAN,-1000.0
1704,35.310482907605135,-82.1180709367393,16.826806815246755,2.2838403764056903,120.03557719530332,1799.0660983775563
2208,-1000.0,-79.61519720841457,11.95386702360768,6.255147971663607,49.69563986716631,NAN
1660,243.10080803449856,NAN,10.22854143027294,100.0,259.4293545851413,NAN
2453,267.35789513853086,-45.84951909821814,13.872663963952029,2.490578876362047,215.19560081970056,1084.5866123675826
1535,133.1803029204109,500.0,19.287934284243825,9.789480660662946,38.322900307481554,1111.1476416340183
2362,262.56718997886725,50.03226475907468,13.925322267014614,7.6813860768289235,183.9851894100427,-1000.0
2223,NAN,80.21559519113825,10.836459127790546,3.9515904959670296,185.55794022705274,1951.5361014347993
2115,NAN,42.1339956435267,NAN,5.266276884632723,122.03123580280433,1249.3356331242235
1990,320.3611283555149,NAN,NAN,4.618394444049441,295.117479104315,1859.666845372712
1564,335.8856395473594,40.61989412136549,18.340818506515255,0.8463548202341831,NAN,1949.815376690068
1620,1000.0,NAN,10.715599740149797,-10.0,22.612417228040204,509.69189326175484
2339,NAN,NAN,13.550416000109532,8.097487381063516,NAN,334.396334644117
1800,298.35041914113964,82.75493978848698,NAN,5.676626060747576,122.53430455870188,507.91041834459077
1811,285.20818189157467,53.43245329476491,19.470427270348896,3.510568823899437,75.10923267134474,NAN
2024,196.97971801584015,-12.210742826494965,15.269826679739351,9.38422000436268,174.80326898567102,340.14943161607573
2438,18.36774210493141,NAN,NAN,3.1383822671123744,NAN,537.2097308028012
2168,102.51546594005248,-38.74071184297796,13.679524345690186,0.13070924636142112,NAN,1583.9977219528098
2216,68.15765019259324,24.467095221494205,NAN,5.546957471414013,76.55338905858574,726.8974318883205
1907,219.2534677605466,33.0823813104726,NAN,100.0,-500.0,968.9189550595127
2071,246.6362722854653,12.293232430059092,13.95892692212386,2.690154660141103,4.839994863112751,672.4206951061226
2194,190.8011188731623,-56.564683477508964,13.388958268287396,0.5592343220645906,110.6436793860195,917.2654565689486
1622,105.86598352921985,-64.69724325076587,13.451760407491589,NAN,5.6373294037943005,955.3626608962378
2044,351.2249949437253,57.212534716342304,16.280948677903368,3.482587876762013,297.2419464662162,1199.2785645448853
1580,NAN,37.03139615674044,17.089635279012843,8.56126568214305,171.61965241617486,1586.246526385503
2215,1000.0,71.9306105552185,16.20074921338427,NAN,NAN,1268.233722275236
1750,235.05790459925848,NAN,NAN,8.745937551815565,249.5410816348799,1956.946518371864
1837,344.7861229167226,-39.2928878505678,10.179512168068868,1.3581909542720703,NAN,778.4727182585282
1975,-1000.0,17.038429173095935,17.34142196984365,0.34732719190415456,19.622773661032987,352.1519852893295
2430,39.95457073880621,NAN,NAN,NAN,NAN,618.3345740563095
2403,57.796479215132436,-31.52714100218651,12.999414872016116,100.0,-500.0,1429.1830059487113
1990,178.03340071711176,-24.085535841992126,13.371063325254822,8.357426993580074,286.5293200902337,1448.7306610512192
2315,150.24367765990118,NAN,-50.0,NAN,291.00125124156364,335.1928848039549
2343,38.135636038718566,-83.15576718545692,NAN,2.1250385622169645,218.15699509233565,1293.420645599649
2204,206.3031145816701,-87.28354593831146,13.17629174046494,8.172838120401476,176.71241015956141,356.5301406740525
2398,354.42244107324206,42.54813655533255,14.227191200103748,3.9694484952658815,23.487037699939062,238.00404725555063
2307,NAN,-70.40704193050844,18.766207257234775,8.48445403207775,22.934134571131704,1544.6197755895648
2361,178.32992624077184,-4.676459364307846,11.102655747265793,4.160674113552206,108.87921390203864,456.1970235610143
2053,145.2551133546414,-48.57954995566443,10.236698190411628,8.422427943003786,103.93296211182697,760.1038683309572
2233,295.1045300420438,-77.66111710873585,16.258851091815185,0.6156758188338043,NAN,462.41508358688594
1667,NAN,-18.891881380765952,12.307431692658,4.590249681083563,253.6302370832801,1628.4716252852566
2398,70.0488693540013,-10.96768284912497,10.164711388907286,1.4143302376592115,NAN,NAN
1679,231.58593517216264,42.54733549831454,NAN,4.488976812235732,64.92468179598777,NAN
1607,NAN,-500.0,17.94478418878315,NAN,200.55561785384015,1160.9473846349924
1866,NAN,NAN,NAN,NAN,NAN,342.90610121499253
1581,102.25481574235644,-17.94611570888341,14.028532052839607,9.465669211253164,266.2072750665001,1843.655354355279
1945,140.45366145434173,-26.1131032776223,11.27149847578847,8.105592594129503,22.803861202594977,284.20820477157383
1983,57.166425929998034,8.154937827603433,NAN,6.701072237004675,213.81030534694034,290.6976820177881
2417,328.26350503705805,NAN,12.809396177742839,7.116293337487136,122.7629734463968,1568.2096061193251
1882,223.95550305279525,-13.293759679727017,15.128758895099367,6.315713289981117,NAN,863.51650868822
2285,37.18058173898543,59.61147328385667,15.214493924914127,7.4631993995521295,246.76679636147165,1204.216910885409
2067,80.30845343304352,NAN,19.23182760310216,6.008583738240367,NAN,1685.1844433717956
1824,56.38416965806116,NAN,15.103603867880592,6.875250925905268,39.0273267010031,701.33997276295
1963,353.3200161805465,NAN,19.707292247940295,2.995573076180277,255.10682166623107,NAN
1921,49.91382778242254,82.70708496233374,NAN,1.1567552495408833,119.59533407414463,837.4579939330132
2227,72.64380849550702,-77.05703552364223,18.860924237271607,2.8878187615686537,NAN,1282.1520564072596
2231,250.40010085030963,NAN,100.0,0.9177351697430779,168.2792434342001,1330.9413043279235
2408,NAN,-70.97941065113551,11.748050223960835,NAN,165.10708707322718,792.0081474456733
1933,84.67780372244773,44.500918954567595,12.40873083692599,NAN,-500.0,5000.0
2127,338.55877950314766,-48.94621605541669,NAN,4.379920734820632,NAN,1385.2787139796733
2259,212.34811344675788,-500.0,NAN,NAN,16.85608627538715,811.9940563695102
1607,335.06309811452434,30.325814033309427,12.579763725659095,0.4410110285036585,5.754033620497811,NAN
1732,166.05707739847713,-76.00594642022246,13.409007508322068,8.37718238550597,NAN,922.091603610673
2107,319.1365820273954,17.004596630102142,14.461321159278125,4.326237029780647,NAN,344.9140043845774
1692,19.494524123457367,NAN,16.043646111885728,1.8688294284755003,221.3341118034038,1551.2907350864386
2479,277.82419473589783,67.90464596442126,NAN,8.315595763144646,247.74542475144443,NAN
1957,18.28224333574206,-62.94208846412878,NAN,7.288389266836366,196.08454392606924,1643.9940018124335
2396,168.97296303977816,-84.6728204021268,NAN,NAN,176.04645910070042,NAN
2131,212.72223270404902,42.33211598046165,12.435594252730425,1.6839469719264666,NAN,NAN
2168,140.5983137461016,63.67063014602772,14.827139282121678,NAN,NAN,1008.8758345323837
1997,151.89221121424433,51.23958348837024,19.540048998989764,3.8824025423766737,151.9439432368599,1970.3195722196638
1799,253.1098635666006,43.69171893242296,19.592876674898186,NAN,148.08646530195162,971.9585995551535
2244,39.37274640387041,9.831820352503485,15.316106807523967,8.435739261282713,261.76904959702017,1995.1711889412975
1591,332.0094494896039,NAN,NAN,9.068868622333206,181.26457542354834,NAN
1974,115.9219394522304,11.50634706497992,16.01045819267087,NAN,186.46599430078905,1046.4856385997844
2451,NAN,500.0,14.03739686937775,5.457249899795978,110.84752026391594,776.5477747489273
2323,151.65655972676223,-89.59356237842694,18.761833628903574,9.61661281943562,NAN,1436.3132859910488
2306,17.07925982340069,83.05021232065926,13.487771841105925,8.980268615013935,50.17696592504329,769.5472150998637
1594,NAN,78.76749979391965,NAN,-10.0,NAN,229.0179244064682
2120,36.34099779626867,42.0777151353937,NAN,100.0,NAN,1953.3007822242446
1779,256.41557720956,-79.68744252766437,14.988058342858443,NAN,NAN,1243.5667453209264
2198,301.15444216585047,9.579282916497775,13.978462053723543,5.616018108037954,101.84198965344908,-1000.0
1693,200.47666903139142,NAN,17.68126033569608,8.734348377435893,1500.0,941.6773922523791
1674,244.78849534653594,58.95561735685837,13.97304541372119,4.366881845426356,168.68114334515576,1339.5944134353053
1969,NAN,-52.293262762225154,10.255047417051298,7.288188303889426,NAN,1407.1833874300796
2324,75.32003812823984,-500.0,19.744886628789814,3.7348665190728627,NAN,1308.5167654516013
2030,1000.0,26.377289283826627,17.490776957634075,5.9374757984658935,NAN,-1000.0
2133,245.34127780908753,89.23356057208417,NAN,100.0,NAN,317.8723381137384
1597,352.85316928491267,73.9557237968061,17.459250069520213,9.765270970949949,295.7523449896236,825.5730756560919
2275,286.3108912746174,-71.90713905865377,12.146544514798421,3.252751338718545,291.31444082340965,684.1804099639226
1768,112.41658140787965,-26.07533852871296,19.183579532652697,8.397047374260843,235.36037775492437,1554.955123663914
